"0292159D-8EE5-4B0B-9756-17EF4F55263A"	"0474C672-D911-40E4-8AB7-15FA4D072A9C"	"05BC1ED4-187E-41DB-AFA6-C4529B8FCFA3"	"0929C255-892A-4196-B906-54A5D809FA72"	"0A2B3536-2245-4C0E-BDBC-495766EEEC67"	"0F3D1985-DBA7-4525-92F5-CEF822A2A08F"	"12D39077-7A6C-4BA8-9EBB-CFFF87CD9770"	"150F8364-E67C-4913-831F-832187652123"	"176F3289-5E77-4E1B-8695-FA71478F18F9"	"190602A3-5AC5-405A-9328-8BD78D23B174"	"19EBA91E-4D0E-493E-8297-3466769C0C1B"	"1CFD4B4B-DB79-44CC-A47E-7806308FDDA9"	"1E0DFE20-FCD1-43DF-8DE2-901E95A51523"	"249EA5FD-66E6-4293-838B-586365A336F4"	"30BFBC24-D16F-448F-AEAC-057AEF97B2A7"	"35D9ED81-80CB-474D-A365-D7590A3B0E0B"	"3771176A-F95B-494A-8172-E57260AC372C"	"37DD0B78-3C22-48DE-8471-4F2D8779D90B"	"37EC4174-F358-4860-9D99-98104BE33A70"	"38ABF99F-2098-4214-83E5-4FC5270C1C6F"	"3DD5CD2F-352D-4ACF-ACCC-B5B6D7BAC5C9"	"4361A302-5783-46B0-8921-2EC08F235ACD"	"4485ADB0-AF5F-4A51-BF60-702F4C975DE2"	"4CA0F2AD-18D5-4044-8350-504FFE609B2C"	"4F0FA9B6-514F-4FF4-98CC-0009BC08EB80"	"507D17F8-DDEC-4560-919B-B7D729ECE611"	"593E644B-68A3-4E67-BAB1-BDD99219E072"	"5BB480FD-2D3A-4B4B-AD0F-7F689F761079"	"5CB91881-3359-4FBB-A8E4-DD2F007F01BA"	"5DD39B17-CA54-4C20-BD84-FA7F88DA5B69"	"5F2EB568-4F1C-4241-810D-95C2A13093F7"	"607DBF7C-9714-402B-B03A-2CC96DC5CE02"	"6176BB6D-9D93-4714-B906-C7A54E0D3325"	"6689E110-85D0-445C-8056-108724435D89"	"6777816A-975B-4B53-B039-3CB26D469C47"	"696B8E8A-DD8D-440A-853E-5878B584288D"	"6BAB0D9B-7BA4-4E29-B05E-25893805AABC"	"790E11C9-30D1-40BE-A2BB-89B08A545722"	"7C14EC5E-9FB4-4512-A2B8-10BDB5EFF326"	"7DD0EB2E-EEB9-408E-B0FE-6A65BEC2014C"	"7E813079-D1AA-4977-8DE4-3440B2643EFB"	"87DAEC85-6F71-4239-8D48-5590DA42CE45"	"9506C21A-0F1C-4EF9-9CDA-2E5C46C1A5DC"	"9926508B-C453-4081-B146-CCEC942C106E"	"99470209-71EF-4FFB-95B8-E09125766973"	"996989CD-4161-4D87-948F-3E152AC4D4B0"	"A0782212-49CD-4567-B538-534176BB77D5"	"A3B49FA6-C8FD-43F1-A601-41F153B3442B"	"A6F751BB-BF57-4852-9368-825EFF3C501B"	"A7805FDF-1028-4275-A8F1-3620610199F6"	"AA690CF2-1EC3-4E0A-99CF-DD24992EEE9A"	"B263B4F2-2A41-48CB-89A2-0F10A4620160"	"B68ADC4A-A164-498B-8D60-3B2AD81E217C"	"BDBA1211-1AFE-4CF4-8ED6-509BFF3A2B57"	"C0B6329F-B055-480B-8DA0-D13DC42F7E27"	"C2090E0F-4228-4CF4-B69D-BFD38006E856"	"C3F371A7-0C27-4FE9-90D7-53F8E8BF963F"	"C5D8569F-D8E3-4CE4-AD30-AF4FEC5CF346"	"C926563F-1DD6-4EAF-B7FF-17CF3AB60D21"	"C98BE9BB-CEB5-4886-AA9D-1F8F274A2CEF"	"CA729C97-E303-49AA-A4B2-2E9DD5C0F6AE"	"CA995887-B9FE-45FE-A90A-E2C757D7F37B"	"D1B14E56-23F7-435E-93B9-320012FA4E54"	"D29C76EA-FE7C-45E9-AEAB-0BFE5D81663E"	"D38A9ED2-81AD-43C6-AEB2-9ABC15999412"	"DCA18BD3-9317-4C2E-B7B7-139A69121396"	"DCF0B901-619A-48CB-AF7C-3B05C682133D"	"DFFEA5C8-41AF-4927-A8C4-9E270F8F7106"	"E1C96184-EDCA-44C4-BB80-68492E5BF368"	"E449A211-33FC-45F4-B4F4-03CDE1D4F4BF"	"E8976AD5-04D7-4C42-8897-EFCB2CA0A171"	"EEFAE11A-42AD-497E-B6C6-61E00D1278D1"	"F1A1BFCF-BE56-43F7-B0BF-B1A64A618C86"	"F210498D-01E8-4BE7-9D7F-F216095079E8"	"F235FD23-09B9-41B0-9F2C-8BD1757EB884"	"F4B16D3F-4B7F-4011-8D1B-C0E7F15C6846"	"F634C736-39E8-4323-8155-FA3CC26AC9E3"	"F634FD6E-BA32-4F6A-BCFC-1F3994A137D0"	"F6A88D9F-29CE-44C8-A1C8-4EE014FD4701"	"F71C5D3E-3D79-4658-842B-F3D61BDFD29D"	"FD9FB30F-5F8D-486C-815C-90749331BB20"
"448EF282-C992-430F-8FE6-73304F426136"	5.1205870914453	5.36974819135028	3.02077548819356	5.50142627088941	5.64635470602076	5.38467413230308	4.64632529124328	4.2114943116596	4.86832109482844	4.02152006411403	5.65344407575465	3.74146676176975	4.91003712355305	4.10768471965584	2.02530586526477	4.20479803819086	5.38148872017602	5.59668064804604	5.34232396631288	3.99330393791947	3.99690551069567	4.93473573339504	3.72065535655172	5.34548351573801	5.45285627413908	5.06506034210096	4.37542582979234	5.22740846048053	5.54218159682062	5.38609569602532	5.25950309277314	5.76010946750551	5.60106322825148	5.58540545214762	4.67380395938456	NA	4.15944687338747	5.61389993525423	5.09014161394487	4.66629328736272	4.45236919596034	5.22897493096094	5.12598196086234	4.26491222459276	4.36161452702485	5.38058385125318	5.05349716279308	4.50008546123766	4.76717813702303	5.34506971607346	4.50742406009485	4.00147409669173	2.92890769024395	5.39263892623388	3.85454893581295	4.78249412336096	4.31559253379159	4.28865157778946	5.11388655623784	5.22678286315195	4.3273998072377	4.14980393822702	4.95292798761453	4.67240268110399	4.3301701754283	5.03501325628005	3.45423489574827	3.80679027158407	4.45832050931808	4.93087774603556	5.52977288068323	3.97160052023006	5.04612431443661	4.89787440379275	4.87763046287419	5.33463064990737	5.59586973078159	4.11092624226642	4.42727507770267	4.82860834516937	5.27384818857056
"44CE4957-252C-4075-AE76-2AD794BB3D4D"	5.1868292476156	4.66531827127842	2.00860017176192	5.37009469232806	5.62645431622518	5.42093057770853	4.78668755061344	4.08774593478473	3.77151398997967	3.73822544814251	5.69078153962365	3.07371835034612	5.06641165744098	4.15914592785405	2.4996870826184	4.42094540592197	5.39272332661768	5.25155062281147	5.38282181362313	4.2275782202996	3.66190729276602	4.41840073668489	3.52009032811284	5.29556929891631	5.28714979913695	4.94700706068246	3.53339070801755	5.22021272470648	5.56487310354319	5.28693900051822	5.18511700114259	5.76104031020488	5.55335014320983	5.57890383124687	4.42706394371579	NA	4.26418007503583	5.53442593003036	4.7219506876156	3.8751770598147	4.46538285144842	5.23150527043649	5.18628375975761	4.09537859956006	4.50104556186027	4.93205753552251	4.91207319080742	4.28458863040394	4.77350120849105	5.28150378755161	4.64167237322469	3.55376169839	3.13321945673249	4.9614400792026	3.74201774714014	4.89204448889749	4.07419453040182	4.21708895147917	5.61974949629256	2.44404479591808	4.23497259840524	4.12437378648463	5.14009617937347	2.72181061521255	4.21144093557867	5.14155637412427	4.73896279712462	4.12129715282495	4.46858361686081	4.42960695270328	5.4418600262895	3.87943996599522	4.8812419610302	4.50033254704855	4.80609853613349	5.13190724277439	5.4720539914497	3.80468451490694	4.01287938717129	4.84470699898567	5.10088725485359
"471084B7-96FE-4C7F-94A1-E5E5BB541593"	5.0891523885712	5.01908304174993	3.10002573010786	5.6127997452516	5.6604812704085	5.67889242134075	4.64932512105854	4.10390629808872	4.20363112633051	3.90428265764563	5.67993730318897	3.90243805619866	5.1889594033029	4.36936430878124	NA	4.3859635706007	5.44743868100353	5.29415748076969	5.40580381056328	4.44723557700476	3.95472479097906	4.61304858972513	3.89431606268444	5.54536897737069	5.54824934018155	5.21927532842355	3.96557795791053	4.90475340242532	5.5584193444952	4.37119720732229	5.49068310418685	5.79713383789929	5.57167972262392	5.84516007765195	4.27494256608369	2.84633711212981	3.78118072093726	5.49718268227642	4.90045998673102	4.38715837827271	4.47625179600703	5.26877214421284	5.20841716857233	4.04665121697092	4.28336908191545	5.23900150347891	4.82567922015612	4.43985353476645	5.39859616599865	5.34631971639258	4.5587205674526	3.16405529189345	3.55966727838806	4.96332023708926	3.79664370378512	4.52132118132914	4.31050213822679	3.95549532918413	5.56177139813579	5.08436175855141	4.25307133645726	4.1062249048968	5.34538549458437	3.41780372263988	4.38089833083915	5.01801773720895	4.76975384680209	3.55654370848351	4.43667141205065	4.99573169376069	5.64504086604129	3.84874318189568	4.88520851153285	4.67383157074472	4.90102762780415	5.2422556142164	5.66866262135705	3.71441359228712	4.37767043933432	4.81741330682147	5.51280442417282
"47621DF6-C0B0-4A4C-BC23-78A5F4A41AD8"	4.72220599751607	4.75304656162653	3.01911629044707	5.33389645127117	5.58100817898364	5.23523292513797	4.33094110057643	3.69810054562339	3.48215869541128	3.6063813651106	5.61306658571106	3.29003461136252	4.72135713002246	3.80393484986384	NA	4.0258381642297	5.39842614630548	4.9530780054885	5.15952508507913	4.04344087624447	3.5729877081982	4.33425264233423	3.47784447633876	5.34556975605639	5.16144886333443	4.86220296041617	3.55497345833324	4.62591921586773	5.47582222100963	3.90741136077459	5.07892421243255	5.78752069062255	5.50846776867343	5.35700049044092	3.98551628785272	NA	4.07809415040641	5.02983812855214	4.65357909658021	3.85829652453389	4.42465300041526	5.01193819067795	5.18198928073174	3.78168358450735	4.46599222078431	5.04109647429174	4.42768081633146	4.19917902605113	4.86644684653715	5.24011723494514	4.03981055414835	3.07627625540422	2.75587485567249	4.51397628623997	3.15654915133178	4.28663607871642	3.94694327069783	3.61225390609644	5.55908511572175	4.74635391852649	3.94669783724574	3.38327665040765	5.00880449756287	2.80753502806885	4.23626007100083	4.93497793036814	4.7172792954274	4.84802892210926	4.39859963509535	3.1078880251828	5.34291394525449	3.59239884611556	4.75561572553152	4.46083772863341	4.59116481726774	5.09595351261122	5.41118687918289	3.12548126570059	3.93318347917461	4.44952468032503	5.21262966697468
"476605C7-5470-4080-AB87-15568F32A633"	5.18963346410947	5.29308840959928	3.45666962942376	5.56217386336465	5.40417664862814	5.74701073553355	4.92434649310272	4.25324105377265	4.70065180633572	4.1536624535755	5.65292385330955	3.8080082999104	4.82734988447453	4.1320354383275	2.02530586526477	4.68043523556175	5.4072395974553	5.49122297763903	5.2617789560155	4.01203535914953	3.91492464820515	4.80422805481947	3.60064623566239	5.36018618995152	5.49486530857681	5.23009111974875	4.08357427967399	5.12035014609891	5.26845159626684	4.81821269297316	5.31170089508436	5.75807275770063	5.60616416356474	5.86517151314228	4.34939410094387	NA	3.66791968531736	5.74493026307706	5.28468785029514	4.09215899639127	4.42430982024576	5.29608794089866	5.19990594777466	4.21984638602436	4.2545239086857	5.43302377458725	4.94032718691381	4.46603677523235	5.02234587626988	5.32604691802931	4.6855984425581	3.48029446000301	3.00945089579869	5.16004513529178	3.88252453795488	4.84881700383737	4.27297810907368	4.06959410517756	5.50334526884635	3.01870049866624	4.36308524303934	4.09614498129434	5.16172726971602	4.50532637462511	4.62090606240313	5.10417971872065	3.75913881628117	4.11693964655076	4.41680687182294	5.04996576105374	5.55364033623135	3.85817613798234	4.92953642479553	5.01902485040422	5.12404099126175	5.33038739017276	5.62224718977479	4.28760020635995	4.35518323600968	4.94673220628004	5.44155217975391
"476A6CA0-72D5-44C0-9F2B-30FC2328D513"	4.33270097722138	4.6480964264919	NA	4.85546463829443	5.41637752149108	5.2724960385801	4.35862003433465	3.34576569311449	2.85733249643127	3.1978316933289	5.5905832757369	3.22737244228964	4.8349163938916	3.29556709996248	NA	4.0543065658484	5.39574737596631	4.84501737783447	5.14816752551855	3.40654018043396	3.61815273337852	4.30571671109136	3.20466251174822	5.0677810740292	4.84397984447816	4.78979216773067	3.24551266781415	4.45645713430378	5.53366785586866	3.71079409993033	5.12932245512361	5.7981235105767	5.54917988826637	5.5721359302407	3.71037126426076	NA	4.1177351793305	4.91837637565009	4.25156522364463	3.82118588260885	4.34809058421716	4.81356764598284	5.22194081028843	4.19981000895381	4.25904409357523	4.81430754021954	3.90928852416225	4.08586117378845	4.87384353322344	5.15301869036399	3.4222614508136	3.01241537476243	2.38021124171161	4.35504903177626	2.82672252016899	4.06457029224403	3.71264970162721	3.52853106063541	5.2188399822558	2.14301480025409	3.99602982841108	2.41497334797082	4.93911472113468	NA	3.9596613702735	4.71274227391736	4.67695867692782	5.0891700730834	4.45192452842012	3.15350998930084	5.24950898092327	3.56442932699798	4.65268138476357	4.47002807294298	4.67813581293303	5.08480498187637	5.30804978459231	2.94200805302231	3.97689995098294	4.16310171504398	5.28469686916132
"490C21CA-4D32-4783-B947-A628D78E155C"	4.71880882489946	5.01473049500175	2.39445168082622	5.14145290908938	5.33932023871738	4.5726044405492	4.22372950936488	3.7989267385772	4.19623147044287	3.99642410395509	5.8317814992736	2.66086547800387	4.28929902887842	3.47129171105894	NA	3.73431968085901	5.05813741126522	4.65275868027325	5.03292080872327	3.40449161775869	3.55035067230162	4.33933216786351	3.11727129565576	5.08346320187562	4.82305668847533	4.58439907757943	3.43360984332372	4.59620110245408	4.78195632394867	3.53718922624364	4.66059040095117	5.94032070946908	5.38967453158236	4.84950540419059	3.18497519069826	NA	3.89806666064163	4.84895231148156	4.37175110734029	3.40001963506516	4.40898576821169	4.90866191763509	4.90696501215282	3.08242630086077	3.927062243493	5.36273121805031	4.13557785334493	4.04684620394582	4.47167301850009	4.98792086914394	4.27051579957436	3.08707120590654	NA	4.67960957177976	3.25671774597749	4.2737187126862	3.70311934623608	3.73743120051458	4.85451251037027	3.52413637659257	4.09180759700167	3.57042617835897	4.52923780526966	4.00021709297223	3.889973638404	4.5445764915681	4.52837670884541	4.96474505188063	4.21090681365437	2.77085201164214	5.21930154016509	3.55315454816963	4.53567380342575	4.57562653792098	4.62858304184399	5.18015742777808	5.19027285428646	3.17983892802319	3.878406887581	4.31931430409051	5.00600797308103
"4AA17452-8080-4B8C-A13B-7E1C9C9F540E"	4.65351159141462	4.60945566892732	2.54777470538782	5.26665731309959	5.33809376604264	5.08808645220905	4.24735942246894	3.65753388755799	3.5327543789925	3.63808972198451	5.5948873420182	3.30470589821277	4.64211813369458	3.52517442783527	NA	3.99821573237096	5.40686024819836	4.97014688733488	5.09092433002306	3.84960365808245	3.65513843481138	4.43088094645289	3.21774707326279	5.26565256509962	4.96179589692423	4.8635250871724	3.17926446433903	4.62302174321125	5.5109978343452	4.14909589106797	5.14472984082465	5.78960538728627	5.50824683045123	5.60192642523794	3.99431715266964	NA	3.99299509843134	5.34010884497075	4.80176032995747	4.50287756925408	4.26545463584318	4.93975380812541	5.18222057474794	4.21598105679186	4.22636787585649	4.94446293104324	4.33935204904559	4.17046707638594	4.8148732748951	5.23300118983007	3.85859734499469	3.16375752398196	2.59328606702046	4.66643373423036	3.05269394192497	4.32364392313595	3.52646851246948	3.58342550040651	5.60569282833237	2.15836249209525	4.14063372513482	3.11892575282578	4.99123050724623	NA	4.37097544935897	4.78414637343834	4.85273610305358	4.67032936321416	4.45388377798712	3.08314414314305	5.24173569614102	3.65619406217919	4.65684535077975	4.55673657824661	4.74312547147597	5.09349172701093	5.31896231216924	3.49665293925092	3.9972115828325	4.35458858787724	5.00980345756645
"4BDBDC91-965F-49F7-906C-C6E7C7018524"	4.97909745774434	5.09207819970513	3.16286299332193	5.51152909949047	5.33401722673701	5.24578894913154	4.72951305790091	4.04308707216633	4.62675085368339	4.06442054843359	5.63468580235655	3.74772246203551	4.96425491470456	4.12502558681995	2.58883172559421	4.25423378265015	5.36992796165971	5.41911276287514	5.48797785976299	4.10342739738277	4.0175341594372	4.95410254755564	3.9441370731581	5.57027550961237	5.53215410304374	5.37544778455518	4.37224901406396	4.99574923675963	5.28870743057217	3.9739125704197	5.35532314769169	5.77945290506262	5.58760995455633	5.56460807555899	4.36675905512633	NA	4.30470589821277	5.57158423080055	5.25165281833672	4.55129137832807	4.40366947935528	5.2560559408621	5.13435882275259	4.25722244618757	4.43681439488943	5.40615340100896	4.99992181995684	4.52424029343984	5.27937488318882	5.32230821259608	4.54886829079186	3.44482519950975	3.3600250891894	4.98964556204324	3.7052648623174	4.68520413447101	4.06389603812599	4.03051876484354	5.52777807697157	3.26126286879249	4.47253705326208	4.00004342727686	5.14915134510882	4.72658051820169	4.48970541863381	5.07495533417612	3.24895361549571	4.01485642004451	4.47921528820137	5.01828430842653	5.54255281851997	3.83714634390906	5.02189187391911	5.1008597125149	4.8553737607947	5.39603536561416	5.62236221751428	4.38751440114948	4.4243261683093	4.76190529659944	5.54507444057954
"4C832C11-C7E9-4F6D-9D6C-F7E7FA9C978E"	4.91026145197904	5.33140502443777	2.85430604180108	5.41286021680455	5.62519614326468	5.34859299875954	4.82528977074482	4.11892575282578	4.59959926940117	4.02234587626988	5.6114439530248	2.20411998265593	4.86816815766506	3.9036867317365	NA	4.49767588245107	5.34745101534864	5.1344512451595	5.40434443235769	3.98949431277271	3.9899834583014	4.53471129339033	3.28488171465545	5.08464776085473	5.32460342641861	4.95145409227183	3.97201759867402	5.03952515745033	5.40349457426325	4.69407846208076	5.26956197469808	5.73726104267602	5.53494578510114	5.55552006629739	4.33541777925355	NA	4.22703784493023	5.0973961506415	4.92336320004508	4.29539114757198	4.44191497592985	5.04520558603506	5.13996404874948	4.18904090790901	4.41944354051549	5.13828374672085	5.32172474477625	4.47575832897587	4.81612856770998	5.29791363580787	4.71371729145323	3.51627088272934	2.52244423350632	4.84902609788671	3.42781057267599	4.56980681765715	4.16025838620267	4.04131371534586	5.55815875614982	3.01619735351244	4.34958832056246	4.10967976925233	5.17034680530179	3.6159500516564	4.33292298337446	5.05398835503513	4.68023576836405	4.65674963427794	4.41123237154107	4.8806249760927	5.48679023453385	3.87110570098559	4.92712902128127	4.82237079001814	5.03374935426409	5.34983485434493	5.56044467319319	3.83910078270715	4.3807537708039	4.75542508997406	5.5256006074517
"4D2948C8-989F-4CBB-90E9-32854430C84A"	4.84386786641285	5.00074634483616	2.52244423350632	4.89053279192775	4.86188672148729	4.80906116825688	3.87384353322344	3.2027606873932	2.54654266347813	3.32139127831169	5.62557788636132	3.50433491180246	4.42186705591872	3.55990662503611	NA	3.9708580569965	5.24802724311248	4.58209746846899	5.06257070370551	3.66370092538965	3.57019256109573	4.12424330894665	2.77742682238931	4.46414662645957	4.62749899251079	4.73895487529541	3.35793484700045	4.60789445696492	5.45612300319438	3.76849010517124	4.87430203244175	5.80257534077592	5.39925479732728	5.08825306656059	3.7240299729356	NA	4.1044188206476	4.51575466119086	4.55635075302909	3.34419571587144	4.10205619257519	4.72809393937978	5.16784879859003	3.50582803385484	4.42358989553568	4.96219880490554	3.85131951264874	4.22896467740516	4.60485219552683	5.24840244143355	4.08098704691089	2.63648789635337	2.54157924394658	4.13953277159794	2.98272338766855	4.28025958868614	3.2397998184471	3.69249440750308	5.44697341695407	2.53147891704225	3.92906112408477	3.56796690682315	4.9097324923749	NA	4.00389116623691	4.74835085690821	4.68338028992895	4.13950127473591	4.37276475954374	3.10619089726342	5.32448823330766	3.49623754516674	4.76636078814693	4.37568189965937	4.60021030640933	5.03667280159213	5.37120090232918	3.20817252666712	3.92137429541847	4.02881516984689	5.23853785766985
"4DC9DD22-14ED-41A1-ADA7-23BAF55A29B6"	5.00049915169694	5.14463646758849	2.3541084391474	5.26621522800618	5.52832524605569	5.25955804452957	4.19476402411089	3.64972418592952	3.11461098423217	3.6578204560157	5.5872303942195	3.67117284271508	4.66078961207968	3.76730431745327	NA	4.19796936791617	5.40245741571362	4.86084688116431	5.07538270132724	4.02714566577434	3.57147590368194	4.45163294745699	3.37803432245733	5.38690364285517	5.02277467881599	5.10094921873003	3.62961344537818	4.84540813962179	5.50398124070422	4.70199084929292	5.09497745204118	5.78874728021296	5.53272763276095	5.37530505875373	3.99839013031805	NA	3.98788960999775	4.90798609800112	4.77096977045032	3.71516735784846	4.38523079511221	4.94905317584248	5.25568970989738	3.78038932847095	4.7138348180853	5.22146118605944	4.27258414911004	4.23044892137827	4.89279003035213	5.25514702412708	4.34742759861854	3.02489596010748	3.09760432887441	4.5630537002703	3.21005084987514	4.51065223017553	3.8521749044203	3.88716702089477	5.46679646730684	2.51587384371168	4.1227727291386	3.61762929775784	4.98404099137143	NA	4.17347764345299	4.97625824925704	4.74457459632734	5.00629913841054	4.40901963793149	2.96142109406645	5.36153897126928	3.66048601578497	4.76228834852582	4.59444780061173	4.79084790396543	5.26733367830748	5.4679941379176	3.80767030123048	3.93470040171542	4.37339019962747	5.45808008348272
"4E64EAA1-5189-4825-9190-FCDABC5DFF49"	5.15946191519133	5.05077403882411	3.10482840365366	5.56828035946181	5.66549468634737	5.05564585999466	4.60596191794896	3.94807048151894	3.94777670846474	4.0707395628492	5.65017342494009	3.84608958035798	4.94180450734494	4.1901915805753	2.02530586526477	4.1523800870476	5.39390145957503	5.25435469205317	5.20417969404212	4.35343533785616	3.57507232571381	4.43697320951927	3.58692470814482	5.55273390274673	5.25776014738684	5.06684378758275	4.0234170898411	5.2146663866108	5.53730393039181	4.41692328905509	4.51734107852299	5.76754544275639	5.5263483250973	5.10693166059001	4.10564641265124	NA	3.97405090279288	4.65156873886579	4.95781313311722	3.94492660998622	4.45760943146855	5.26957131320959	5.21017399854272	2.88366143515362	4.52357739713225	5.22600411378324	4.7028525620737	4.20596182305963	4.56885853771132	5.26463604217173	4.75348347378545	3.30168094929358	3.60831204269733	4.84034451440976	3.74748949225867	4.78265175161032	4.02234587626988	4.36810085170935	5.49017908433629	2.95520653754194	4.01330078685689	NA	5.09666673997538	3.83594410009385	4.35092607386909	5.15741143231479	4.79858159472855	4.29105789443428	4.4424013694827	4.7091427076228	5.39300981389337	3.73327753393258	4.95508133483415	4.57116125241273	4.7601660533516	5.25465440219605	5.43148920889039	3.74710093136499	3.9897167199481	4.88061354217537	5.3220145076317
"4F7FE749-4A54-4CD0-9859-CD7A1158C1AD"	4.93476601540425	4.80880493538171	2.36921585741014	5.25073219172437	5.48181942687498	4.85006392712108	4.49913699453738	3.7976829349149	3.2674064187529	3.50785587169583	5.64238833890232	2.9982593384237	4.58036607474063	3.85430604180108	NA	4.06363354523078	5.33232936760101	4.676657035918	5.10208022591583	4.06959410517756	3.43055876952276	4.26660795357451	3.5912872650585	5.01763842431223	4.99167786140757	4.70893053580662	3.70517924487368	4.94856455113336	5.36071645254845	3.81077001123436	4.9272522763825	5.76866843421514	5.3655928019436	5.30171347137703	3.72065535655172	NA	4.07393819063525	4.8826781929587	4.53364497879876	3.7044936970093	4.42168617182451	5.048437918967	5.05125674061736	3.70833590268226	4.40801936912977	4.63486000610963	4.54565342409633	4.1944310825637	4.56415691952532	5.24852743554322	4.17646748459913	3.12580645813953	2.8767949762007	4.53708836240254	3.34693946269899	4.34609858337099	3.48258776952677	3.80502484442981	5.12154671339242	3.90902085421116	4.10119698586534	3.86451108105839	4.94137227709922	NA	3.82865989653532	4.81599590402104	4.62058365787334	4.90932598479396	4.33360846758829	2.98587535730839	5.33721558868279	3.39497671955456	4.77066794955763	4.35222112034968	4.6624933980307	5.19284890090461	5.35389892800668	3.44947839918736	3.83954089296897	4.58681226944338	4.84535233803079
"4FB65C9C-F695-412A-BDFB-5A0EC073A545"	5.15541499292058	5.36495977136891	2.00432137378264	5.42923533962666	5.66278709836703	5.58893804756764	4.83964142700846	4.25956998964356	4.25923540219873	4.09331660120433	5.74272434596134	3.68340729913209	5.02940812996404	4.21410173597323	NA	4.21958452621425	5.37153147819306	5.46020753259965	5.43283786085072	4.26240362325878	3.93736741751729	4.77671570864459	3.49582175338591	5.19536267644177	5.23023427577629	4.99000567910428	4.37887009839898	5.30574248830421	5.59991580660496	5.29451031473398	5.2404493989933	5.77793187627366	5.60063643206457	5.74149354007436	4.4386214480454	NA	4.13315553819799	5.45541896816336	5.03667679284748	4.64421202759092	4.49074483798766	5.20263269461184	5.18859947596947	3.89281782430958	4.45262965162202	5.16477801822798	5.73916079590709	4.44271488292848	4.82851166986192	5.27896840930093	4.63947652827174	4.00492294929653	2.85793526471943	5.30355026266502	3.58331215198308	4.72362804206079	4.28194193344082	4.48814161023592	5.60855598388802	5.18782800235373	4.44051552111223	4.34523646004688	5.14106704938324	3.01911629044707	4.46979257128634	5.02665581387704	4.80095065489533	3.97164688206431	4.40951045226932	3.8481891169914	5.58967263634159	3.75656004300668	4.87383772633234	4.7350796713966	5.06268725497935	5.3994677720854	5.63565160136011	3.93686545897562	4.35875313976152	4.8530103385051	5.40418178582666
"5039F6D8-AF42-4E73-AB3D-6FC416BBED04"	4.60522960382277	4.70887959914312	2.41830129131975	3.40036527334994	5.73533936314394	5.17272549703297	4.79541420393886	3.80522891420343	3.84023159495811	3.48939592172713	5.64969889026336	3.45893986189033	4.75885135933189	3.5950550897593	NA	4.2526831619322	5.43589530663102	4.51452118949432	5.18934149953426	3.81967551999429	3.70225816316209	4.55574721408721	3.38291713508753	5.27194378145331	4.40233017613167	4.96924812671359	3.59206567043225	4.64492087100758	5.10386868928645	3.35983548233989	5.20369090496305	5.80297407007142	5.5158751677782	5.61169357533801	4.01279505814541	NA	4.14075937087037	4.16319120187047	4.84449581459386	3.7822575736633	4.46858361686081	5.11477106329108	5.21713900376712	4.46617041115788	4.32054091992458	5.09038504168568	4.70942261579734	4.11733759509592	4.99301716567973	5.27270005678959	3.92941892571429	3.18949031369937	2.53781909507327	4.71416204609885	3.22891340599469	4.24966298736061	3.68761812957177	3.55810830163055	5.76651471589028	2.56820172406699	4.09461086303214	3.76529592969806	3.7300551523755	NA	4.45226190409393	5.22746505446019	4.87608499084518	3.71180722904119	4.51129499469627	3.21590181320403	5.29597152013356	3.76507220110279	4.81614846376853	4.59145418370071	4.75866970949366	5.22401999694766	5.28826264331987	3.7504312486602	4.04060234011407	4.91394094436587	5.17554080401677
"51376114-44DD-4CAF-91AB-E8FF147A803F"	5.14839285964715	5.54473882125389	2.8394780473742	5.4660382603019	5.59023419981039	5.68209631708371	4.92784238884377	4.23992481326215	4.99743444249577	4.03112557573156	5.6712561748122	3.66020120138068	4.79094630852906	4.21168107629914	NA	4.25601981338012	5.46102105070198	5.52541671496262	5.47293188639571	4.14525857696561	3.96806246007645	4.76651694632612	3.62940959910272	5.36957947317544	5.3819539661818	5.46795126237701	3.95799017840683	5.14515909933088	5.5780509672569	5.3297232240579	5.28010466740004	5.79654588807163	5.61150770002238	5.80873613134019	4.74512946550326	NA	4.00039068924991	5.70220816211007	4.99015675041993	4.68541925598878	4.47803231685089	5.16010822041095	5.17960636177859	4.06367105393072	4.43601944943043	5.32326035272001	4.79936122965081	4.45925674952343	5.00297771440341	5.33250915326336	4.68473767197607	3.82144801901753	3.29314148345093	5.25943140611814	3.41664050733828	4.64365990394993	4.05857784913322	4.18718217763478	5.63273660858443	5.17155972276028	4.42649499534903	3.91661184510935	5.19214912501853	4.12159266943841	4.43816247167297	5.02580542620267	4.20436420462101	3.67219025118825	4.43961686631756	4.82716888264863	5.62499124244732	3.92947001617749	4.85080546771668	4.91728489284659	4.95991387676716	5.40414924920969	5.67055939698938	3.93216924592079	4.38992764738096	4.79005282121475	5.53705557660975
